485,178
470,172
455,166
440,161
420,154
400,145
375,138
350,128
325,119
300,106
250,83.5
200,64.6
150,42.6
100,20.0
75,8.67
60,3.07
59,2.62
58,2.15
57,1.68
56,1.20
55,0.705
54,0.179
53,0.036
