Model,DPO2024B
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,125000
Gating,41.799200% to 58.00%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
-2.40000e-03,0.104406
-2.39984e-03,0.104313
-2.39968e-03,0.104672
-2.39952e-03,0.104578
-2.39936e-03,0.104578
-2.39920e-03,0.104578
-2.39904e-03,0.104563
-2.39888e-03,0.104484
-2.39872e-03,0.104219
-2.39856e-03,0.104656
-2.39840e-03,0.104469
-2.39824e-03,0.104563
-2.39808e-03,0.104703
-2.39792e-03,0.104344
-2.39776e-03,0.104859
-2.39760e-03,0.104609
-2.39744e-03,0.104578
-2.39728e-03,0.104516
-2.39712e-03,0.104344
-2.39696e-03,0.104641
-2.39680e-03,0.104359
-2.39664e-03,0.104578
-2.39648e-03,0.104094
-2.39632e-03,0.104234
-2.39616e-03,0.104563
-2.39600e-03,0.104688
-2.39584e-03,0.104516
-2.39568e-03,0.104766
-2.39552e-03,0.104719
-2.39536e-03,0.104703
-2.39520e-03,0.104734
-2.39504e-03,0.104422
-2.39488e-03,0.104406
-2.39472e-03,0.104
-2.39456e-03,0.104172
-2.39440e-03,0.104219
-2.39424e-03,0.10425
-2.39408e-03,0.104344
-2.39392e-03,0.104344
-2.39376e-03,0.104234
-2.39360e-03,0.104469
-2.39344e-03,0.104609
-2.39328e-03,0.104484
-2.39312e-03,0.104156
-2.39296e-03,0.104313
-2.39280e-03,0.104219
-2.39264e-03,0.104203
-2.39248e-03,0.104359
-2.39232e-03,0.104203
-2.39216e-03,0.104516
-2.39200e-03,0.104656
-2.39184e-03,0.104625
-2.39168e-03,0.104781
-2.39152e-03,0.104734
-2.39136e-03,0.104797
-2.39120e-03,0.105031
-2.39104e-03,0.104766
-2.39088e-03,0.104797
-2.39072e-03,0.104828
-2.39056e-03,0.104781
-2.39040e-03,0.104641
-2.39024e-03,0.105047
-2.39008e-03,0.104516
-2.38992e-03,0.104328
-2.38976e-03,0.104938
-2.38960e-03,0.104484
-2.38944e-03,0.104656
-2.38928e-03,0.104563
-2.38912e-03,0.104516
-2.38896e-03,0.104438
-2.38880e-03,0.104547
-2.38864e-03,0.104688
-2.38848e-03,0.104359
-2.38832e-03,0.104813
-2.38816e-03,0.104656
-2.38800e-03,0.104547
-2.38784e-03,0.104641
-2.38768e-03,0.10475
-2.38752e-03,0.10475
-2.38736e-03,0.104938
-2.38720e-03,0.105094
-2.38704e-03,0.104906
-2.38688e-03,0.105188
-2.38672e-03,0.104797
-2.38656e-03,0.10475
-2.38640e-03,0.104813
-2.38624e-03,0.104906
-2.38608e-03,0.105063
-2.38592e-03,0.104906
-2.38576e-03,0.104703
-2.38560e-03,0.104719
-2.38544e-03,0.104844
-2.38528e-03,0.1045
-2.38512e-03,0.104641
-2.38496e-03,0.104953
-2.38480e-03,0.105047
-2.38464e-03,0.104797
-2.38448e-03,0.104984
-2.38432e-03,0.104781
-2.38416e-03,0.105016
-2.38400e-03,0.104891
-2.38384e-03,0.10475
-2.38368e-03,0.104672
-2.38352e-03,0.104797
-2.38336e-03,0.104875
-2.38320e-03,0.104891
-2.38304e-03,0.105047
-2.38288e-03,0.105078
-2.38272e-03,0.105297
-2.38256e-03,0.105047
-2.38240e-03,0.105141
-2.38224e-03,0.105109
-2.38208e-03,0.105031
-2.38192e-03,0.104797
-2.38176e-03,0.10475
-2.38160e-03,0.104953
-2.38144e-03,0.104828
-2.38128e-03,0.104688
-2.38112e-03,0.104953
-2.38096e-03,0.104844
-2.38080e-03,0.104969
-2.38064e-03,0.104938
-2.38048e-03,0.104875
-2.38032e-03,0.105109
-2.38016e-03,0.105094
-2.38000e-03,0.104984
-2.37984e-03,0.104984
-2.37968e-03,0.105203
-2.37952e-03,0.105422
-2.37936e-03,0.105047
-2.37920e-03,0.105078
-2.37904e-03,0.105063
-2.37888e-03,0.105188
-2.37872e-03,0.105078
-2.37856e-03,0.105063
-2.37840e-03,0.105125
-2.37824e-03,0.105234
-2.37808e-03,0.105406
-2.37792e-03,0.105109
-2.37776e-03,0.105094
-2.37760e-03,0.104984
-2.37744e-03,0.105
-2.37728e-03,0.104875
-2.37712e-03,0.10475
-2.37696e-03,0.105156
-2.37680e-03,0.105172
-2.37664e-03,0.104813
-2.37648e-03,0.105031
-2.37632e-03,0.105281
-2.37616e-03,0.105422
-2.37600e-03,0.105344
-2.37584e-03,0.105047
-2.37568e-03,0.104953
-2.37552e-03,0.104859
-2.37536e-03,0.105125
-2.37520e-03,0.105
-2.37504e-03,0.104766
-2.37488e-03,0.104844
-2.37472e-03,0.105156
-2.37456e-03,0.105047
-2.37440e-03,0.105078
-2.37424e-03,0.105344
-2.37408e-03,0.105172
-2.37392e-03,0.1055
-2.37376e-03,0.105719
-2.37360e-03,0.10525
-2.37344e-03,0.105594
-2.37328e-03,0.105328
-2.37312e-03,0.105297
-2.37296e-03,0.105094
-2.37280e-03,0.105125
-2.37264e-03,0.105359
-2.37248e-03,0.105422
-2.37232e-03,0.105578
-2.37216e-03,0.105297
-2.37200e-03,0.105594
-2.37184e-03,0.105516
-2.37168e-03,0.105906
-2.37152e-03,0.105734
-2.37136e-03,0.105484
-2.37120e-03,0.105547
-2.37104e-03,0.105531
-2.37088e-03,0.105484
-2.37072e-03,0.1055
-2.37056e-03,0.105484
-2.37040e-03,0.105578
-2.37024e-03,0.105266
-2.37008e-03,0.105094
-2.36992e-03,0.105
-2.36976e-03,0.105
-2.36960e-03,0.105
-2.36944e-03,0.104984
-2.36928e-03,0.105141
-2.36912e-03,0.10525
-2.36896e-03,0.105328
-2.36880e-03,0.105031
-2.36864e-03,0.105234
-2.36848e-03,0.105297
-2.36832e-03,0.105359
-2.36816e-03,0.105438
-2.36800e-03,0.105188
-2.36784e-03,0.10575
-2.36768e-03,0.105406
-2.36752e-03,0.105766
-2.36736e-03,0.105516
-2.36720e-03,0.105391
-2.36704e-03,0.105547
-2.36688e-03,0.105875
-2.36672e-03,0.105844
-2.36656e-03,0.10575
-2.36640e-03,0.105531
-2.36624e-03,0.105563
-2.36608e-03,0.105422
-2.36592e-03,0.105938
-2.36576e-03,0.105516
-2.36560e-03,0.105328
-2.36544e-03,0.105547
-2.36528e-03,0.105422
-2.36512e-03,0.105266
-2.36496e-03,0.1055
-2.36480e-03,0.105578
-2.36464e-03,0.105516
-2.36448e-03,0.105938
-2.36432e-03,0.105828
-2.36416e-03,0.106125
-2.36400e-03,0.105828
-2.36384e-03,0.106047
-2.36368e-03,0.105922
-2.36352e-03,0.106063
-2.36336e-03,0.105766
-2.36320e-03,0.106
-2.36304e-03,0.105891
-2.36288e-03,0.105531
-2.36272e-03,0.105766
-2.36256e-03,0.10575
-2.36240e-03,0.105594
-2.36224e-03,0.105406
-2.36208e-03,0.105813
-2.36192e-03,0.105922
-2.36176e-03,0.105766
-2.36160e-03,0.105766
-2.36144e-03,0.10575
-2.36128e-03,0.105563
-2.36112e-03,0.105578
-2.36096e-03,0.105734
-2.36080e-03,0.105563
-2.36064e-03,0.105594
-2.36048e-03,0.105453
-2.36032e-03,0.105641
-2.36016e-03,0.105797
-2.36000e-03,0.106047
-2.35984e-03,0.105797
-2.35968e-03,0.106016
-2.35952e-03,0.106063
-2.35936e-03,0.105953
-2.35920e-03,0.106391
-2.35904e-03,0.105625
-2.35888e-03,0.105797
-2.35872e-03,0.106078
-2.35856e-03,0.106203
-2.35840e-03,0.105938
-2.35824e-03,0.106297
-2.35808e-03,0.105984
-2.35792e-03,0.105875
-2.35776e-03,0.105969
-2.35760e-03,0.105688
-2.35744e-03,0.105969
-2.35728e-03,0.105813
-2.35712e-03,0.106
-2.35696e-03,0.105953
-2.35680e-03,0.106313
-2.35664e-03,0.106094
-2.35648e-03,0.106141
-2.35632e-03,0.106547
-2.35616e-03,0.106203
-2.35600e-03,0.106141
-2.35584e-03,0.106031
-2.35568e-03,0.106594
-2.35552e-03,0.106219
-2.35536e-03,0.106516
-2.35520e-03,0.106109
-2.35504e-03,0.106359
-2.35488e-03,0.106047
-2.35472e-03,0.106375
-2.35456e-03,0.106281
-2.35440e-03,0.106563
-2.35424e-03,0.106297
-2.35408e-03,0.106469
-2.35392e-03,0.106391
-2.35376e-03,0.1065
-2.35360e-03,0.106672
-2.35344e-03,0.106266
-2.35328e-03,0.106297
-2.35312e-03,0.106359
-2.35296e-03,0.106359
-2.35280e-03,0.106063
-2.35264e-03,0.106094
-2.35248e-03,0.105656
-2.35232e-03,0.105828
-2.35216e-03,0.105578
-2.35200e-03,0.106031
-2.35184e-03,0.106313
-2.35168e-03,0.106563
-2.35152e-03,0.106516
-2.35136e-03,0.106594
-2.35120e-03,0.106703
-2.35104e-03,0.106828
-2.35088e-03,0.106609
-2.35072e-03,0.106703
-2.35056e-03,0.106563
-2.35040e-03,0.106406
-2.35024e-03,0.106469
-2.35008e-03,0.106422
-2.34992e-03,0.106453
-2.34976e-03,0.106563
-2.34960e-03,0.106406
-2.34944e-03,0.106609
-2.34928e-03,0.106703
-2.34912e-03,0.106594
-2.34896e-03,0.106859
-2.34880e-03,0.106891
-2.34864e-03,0.106844
-2.34848e-03,0.106594
-2.34832e-03,0.106734
-2.34816e-03,0.106609
-2.34800e-03,0.106328
-2.34784e-03,0.106406
-2.34768e-03,0.106391
-2.34752e-03,0.106438
-2.34736e-03,0.106266
-2.34720e-03,0.106375
-2.34704e-03,0.106484
-2.34688e-03,0.106391
-2.34672e-03,0.106453
-2.34656e-03,0.106797
-2.34640e-03,0.106313
-2.34624e-03,0.106828
-2.34608e-03,0.106484
-2.34592e-03,0.106594
-2.34576e-03,0.106719
-2.34560e-03,0.106609
-2.34544e-03,0.1065
-2.34528e-03,0.106578
-2.34512e-03,0.106797
-2.34496e-03,0.106688
-2.34480e-03,0.106672
-2.34464e-03,0.106828
-2.34448e-03,0.106688
-2.34432e-03,0.106641
-2.34416e-03,0.106891
-2.34400e-03,0.106734
-2.34384e-03,0.106672
-2.34368e-03,0.106609
-2.34352e-03,0.106813
-2.34336e-03,0.106938
-2.34320e-03,0.106609
-2.34304e-03,0.106891
-2.34288e-03,0.106578
-2.34272e-03,0.106703
-2.34256e-03,0.106828
-2.34240e-03,0.106719
-2.34224e-03,0.106766
-2.34208e-03,0.107
-2.34192e-03,0.106859
-2.34176e-03,0.106859
-2.34160e-03,0.106891
-2.34144e-03,0.107109
-2.34128e-03,0.106922
-2.34112e-03,0.106906
-2.34096e-03,0.106641
-2.34080e-03,0.106906
-2.34064e-03,0.10675
-2.34048e-03,0.106797
-2.34032e-03,0.106906
-2.34016e-03,0.106906
-2.34000e-03,0.106813
-2.33984e-03,0.106875
-2.33968e-03,0.107078
-2.33952e-03,0.106969
-2.33936e-03,0.106797
-2.33920e-03,0.107016
-2.33904e-03,0.107
-2.33888e-03,0.106766
-2.33872e-03,0.106859
-2.33856e-03,0.106797
-2.33840e-03,0.107219
-2.33824e-03,0.10675
-2.33808e-03,0.107047
-2.33792e-03,0.107031
-2.33776e-03,0.107047
-2.33760e-03,0.106938
-2.33744e-03,0.107047
-2.33728e-03,0.106906
-2.33712e-03,0.10725
-2.33696e-03,0.107
-2.33680e-03,0.107047
-2.33664e-03,0.107172
-2.33648e-03,0.107
-2.33632e-03,0.107063
-2.33616e-03,0.106859
-2.33600e-03,0.107141
-2.33584e-03,0.10725
-2.33568e-03,0.107203
-2.33552e-03,0.107109
-2.33536e-03,0.107453
-2.33520e-03,0.107359
-2.33504e-03,0.107156
-2.33488e-03,0.107594
-2.33472e-03,0.10725
-2.33456e-03,0.107203
-2.33440e-03,0.107156
-2.33424e-03,0.10725
-2.33408e-03,0.107203
-2.33392e-03,0.107234
-2.33376e-03,0.107281
-2.33360e-03,0.106953
-2.33344e-03,0.107141
-2.33328e-03,0.106953
-2.33312e-03,0.106922
-2.33296e-03,0.106938
-2.33280e-03,0.106938
-2.33264e-03,0.107094
-2.33248e-03,0.107563
-2.33232e-03,0.107359
-2.33216e-03,0.107953
-2.33200e-03,0.107547
-2.33184e-03,0.107359
-2.33168e-03,0.107313
-2.33152e-03,0.107359
-2.33136e-03,0.107234
-2.33120e-03,0.107688
-2.33104e-03,0.107203
-2.33088e-03,0.107422
-2.33072e-03,0.107313
-2.33056e-03,0.107438
-2.33040e-03,0.107375
-2.33024e-03,0.107391
-2.33008e-03,0.107547
-2.32992e-03,0.107313
-2.32976e-03,0.107484
-2.32960e-03,0.107531
-2.32944e-03,0.107547
-2.32928e-03,0.1075
-2.32912e-03,0.107406
-2.32896e-03,0.107281
-2.32880e-03,0.107328
-2.32864e-03,0.107094
-2.32848e-03,0.107141
-2.32832e-03,0.10725
-2.32816e-03,0.107109
-2.32800e-03,0.107188
-2.32784e-03,0.107328
-2.32768e-03,0.107391
-2.32752e-03,0.107656
-2.32736e-03,0.107625
-2.32720e-03,0.107719
-2.32704e-03,0.107688
-2.32688e-03,0.107594
-2.32672e-03,0.107469
-2.32656e-03,0.107188
-2.32640e-03,0.107859
-2.32624e-03,0.107563
-2.32608e-03,0.107453
-2.32592e-03,0.107484
-2.32576e-03,0.107391
-2.32560e-03,0.1075
-2.32544e-03,0.107797
-2.32528e-03,0.107844
-2.32512e-03,0.107906
-2.32496e-03,0.10775
-2.32480e-03,0.107703
-2.32464e-03,0.107703
-2.32448e-03,0.107297
-2.32432e-03,0.107563
-2.32416e-03,0.107563
-2.32400e-03,0.10775
-2.32384e-03,0.108094
-2.32368e-03,0.107969
-2.32352e-03,0.107875
-2.32336e-03,0.107875
-2.32320e-03,0.107734
-2.32304e-03,0.107875
-2.32288e-03,0.107453
-2.32272e-03,0.107938
-2.32256e-03,0.107828
-2.32240e-03,0.107922
-2.32224e-03,0.107734
-2.32208e-03,0.108063
-2.32192e-03,0.108188
-2.32176e-03,0.107953
-2.32160e-03,0.108016
-2.32144e-03,0.107922
-2.32128e-03,0.107688
-2.32112e-03,0.107172
-2.32096e-03,0.107547
-2.32080e-03,0.107625
-2.32064e-03,0.107484
-2.32048e-03,0.107594
-2.32032e-03,0.107563
-2.32016e-03,0.107797
-2.32000e-03,0.107703
-2.31984e-03,0.107984
-2.31968e-03,0.107844
-2.31952e-03,0.107922
-2.31936e-03,0.108094
-2.31920e-03,0.108438
-2.31904e-03,0.108109
-2.31888e-03,0.107969
-2.31872e-03,0.108094
-2.31856e-03,0.107891
-2.31840e-03,0.107906
-2.31824e-03,0.107938
-2.31808e-03,0.107984
-2.31792e-03,0.107969
-2.31776e-03,0.108156
-2.31760e-03,0.107625
-2.31744e-03,0.107844
-2.31728e-03,0.107922
-2.31712e-03,0.108266
-2.31696e-03,0.108391
-2.31680e-03,0.10825
-2.31664e-03,0.108234
-2.31648e-03,0.108469
-2.31632e-03,0.107734
-2.31616e-03,0.108344
-2.31600e-03,0.108031
-2.31584e-03,0.108406
-2.31568e-03,0.108109
-2.31552e-03,0.108016
-2.31536e-03,0.108125
-2.31520e-03,0.108156
-2.31504e-03,0.108172
-2.31488e-03,0.107984
-2.31472e-03,0.108313
-2.31456e-03,0.1085
-2.31440e-03,0.10875
-2.31424e-03,0.108563
-2.31408e-03,0.108344
-2.31392e-03,0.108313
-2.31376e-03,0.108109
-2.31360e-03,0.108188
-2.31344e-03,0.108375
-2.31328e-03,0.108234
-2.31312e-03,0.108578
-2.31296e-03,0.108406
-2.31280e-03,0.108516
-2.31264e-03,0.108484
-2.31248e-03,0.108219
-2.31232e-03,0.108422
-2.31216e-03,0.108172
-2.31200e-03,0.108219
-2.31184e-03,0.108172
-2.31168e-03,0.108594
-2.31152e-03,0.1085
-2.31136e-03,0.108594
-2.31120e-03,0.108313
-2.31104e-03,0.108453
-2.31088e-03,0.108469
-2.31072e-03,0.108547
-2.31056e-03,0.108516
-2.31040e-03,0.108344
-2.31024e-03,0.108313
-2.31008e-03,0.108375
-2.30992e-03,0.108328
-2.30976e-03,0.1085
-2.30960e-03,0.108594
-2.30944e-03,0.108484
-2.30928e-03,0.108609
-2.30912e-03,0.108313
-2.30896e-03,0.108328
-2.30880e-03,0.108297
-2.30864e-03,0.108531
-2.30848e-03,0.108344
-2.30832e-03,0.108438
-2.30816e-03,0.108719
-2.30800e-03,0.108531
-2.30784e-03,0.10875
-2.30768e-03,0.108797
-2.30752e-03,0.108828
-2.30736e-03,0.108578
-2.30720e-03,0.108844
-2.30704e-03,0.108953
-2.30688e-03,0.108391
-2.30672e-03,0.108906
-2.30656e-03,0.108656
-2.30640e-03,0.108828
-2.30624e-03,0.108625
-2.30608e-03,0.108797
-2.30592e-03,0.108594
-2.30576e-03,0.108859
-2.30560e-03,0.108641
-2.30544e-03,0.108438
-2.30528e-03,0.108438
-2.30512e-03,0.108641
-2.30496e-03,0.108766
-2.30480e-03,0.108422
-2.30464e-03,0.108641
-2.30448e-03,0.108641
-2.30432e-03,0.108531
-2.30416e-03,0.108844
-2.30400e-03,0.108906
-2.30384e-03,0.109016
-2.30368e-03,0.108906
-2.30352e-03,0.109109
-2.30336e-03,0.108859
-2.30320e-03,0.108922
-2.30304e-03,0.109094
-2.30288e-03,0.109031
-2.30272e-03,0.108984
-2.30256e-03,0.108828
-2.30240e-03,0.109016
-2.30224e-03,0.108766
-2.30208e-03,0.109016
-2.30192e-03,0.108813
-2.30176e-03,0.109031
-2.30160e-03,0.109141
-2.30144e-03,0.109031
-2.30128e-03,0.109031
-2.30112e-03,0.109141
-2.30096e-03,0.108953
-2.30080e-03,0.109172
-2.30064e-03,0.109156
-2.30048e-03,0.109
-2.30032e-03,0.108938
-2.30016e-03,0.109047
-2.30000e-03,0.108938
-2.29984e-03,0.109203
-2.29968e-03,0.109313
-2.29952e-03,0.109188
-2.29936e-03,0.108938
-2.29920e-03,0.109031
-2.29904e-03,0.109234
-2.29888e-03,0.109281
-2.29872e-03,0.109141
-2.29856e-03,0.109297
-2.29840e-03,0.109484
-2.29824e-03,0.109281
-2.29808e-03,0.109078
-2.29792e-03,0.109047
-2.29776e-03,0.108938
-2.29760e-03,0.109156
-2.29744e-03,0.109094
-2.29728e-03,0.108984
-2.29712e-03,0.109188
-2.29696e-03,0.108813
-2.29680e-03,0.108891
-2.29664e-03,0.109047
-2.29648e-03,0.109078
-2.29632e-03,0.109156
-2.29616e-03,0.109109
-2.29600e-03,0.109141
-2.29584e-03,0.109203
-2.29568e-03,0.109141
-2.29552e-03,0.109297
-2.29536e-03,0.109172
-2.29520e-03,0.109469
-2.29504e-03,0.109266
-2.29488e-03,0.109109
-2.29472e-03,0.109328
-2.29456e-03,0.109391
-2.29440e-03,0.109172
-2.29424e-03,0.10925
-2.29408e-03,0.109391
-2.29392e-03,0.109406
-2.29376e-03,0.109063
-2.29360e-03,0.109172
-2.29344e-03,0.109406
-2.29328e-03,0.10925
-2.29312e-03,0.109453
-2.29296e-03,0.109078
-2.29280e-03,0.109234
-2.29264e-03,0.1095
-2.29248e-03,0.109328
-2.29232e-03,0.109578
-2.29216e-03,0.109531
-2.29200e-03,0.109625
-2.29184e-03,0.109359
-2.29168e-03,0.109578
-2.29152e-03,0.109422
-2.29136e-03,0.109547
-2.29120e-03,0.109563
-2.29104e-03,0.109563
-2.29088e-03,0.109344
-2.29072e-03,0.109328
-2.29056e-03,0.109953
-2.29040e-03,0.109703
-2.29024e-03,0.109906
-2.29008e-03,0.109688
-2.28992e-03,0.109672
-2.28976e-03,0.109516
-2.28960e-03,0.109141
-2.28944e-03,0.109313
-2.28928e-03,0.109219
-2.28912e-03,0.109453
-2.28896e-03,0.10925
-2.28880e-03,0.109688
-2.28864e-03,0.109656
-2.28848e-03,0.109578
-2.28832e-03,0.109781
-2.28816e-03,0.109891
-2.28800e-03,0.109891
-2.28784e-03,0.109484
-2.28768e-03,0.109641
-2.28752e-03,0.109375
-2.28736e-03,0.109359
-2.28720e-03,0.109703
-2.28704e-03,0.109344
-2.28688e-03,0.109297
-2.28672e-03,0.109281
-2.28656e-03,0.109422
-2.28640e-03,0.109656
-2.28624e-03,0.11025
-2.28608e-03,0.109906
-2.28592e-03,0.109703
-2.28576e-03,0.109391
-2.28560e-03,0.1095
-2.28544e-03,0.109641
-2.28528e-03,0.109516
-2.28512e-03,0.109609
-2.28496e-03,0.109656
-2.28480e-03,0.109438
-2.28464e-03,0.109656
-2.28448e-03,0.109688
-2.28432e-03,0.109875
-2.28416e-03,0.110031
-2.28400e-03,0.110078
-2.28384e-03,0.110219
-2.28368e-03,0.110219
-2.28352e-03,0.109969
-2.28336e-03,0.110313
-2.28320e-03,0.110109
-2.28304e-03,0.110156
-2.28288e-03,0.110094
-2.28272e-03,0.110203
-2.28256e-03,0.110047
-2.28240e-03,0.110078
-2.28224e-03,0.110188
-2.28208e-03,0.110109
-2.28192e-03,0.110266
-2.28176e-03,0.110156
-2.28160e-03,0.110172
-2.28144e-03,0.110156
-2.28128e-03,0.110031
-2.28112e-03,0.10975
-2.28096e-03,0.110219
-2.28080e-03,0.109734
-2.28064e-03,0.110094
-2.28048e-03,0.110219
-2.28032e-03,0.110547
-2.28016e-03,0.110344
-2.28000e-03,0.110078
-2.27984e-03,0.110266
-2.27968e-03,0.109938
-2.27952e-03,0.110438
-2.27936e-03,0.110125
-2.27920e-03,0.110375
-2.27904e-03,0.1105
-2.27888e-03,0.110094
-2.27872e-03,0.110109
-2.27856e-03,0.109875
-2.27840e-03,0.110016
-2.27824e-03,0.110266
-2.27808e-03,0.110125
-2.27792e-03,0.110063
-2.27776e-03,0.110422
-2.27760e-03,0.1105
-2.27744e-03,0.110469
-2.27728e-03,0.110172
-2.27712e-03,0.110359
-2.27696e-03,0.11025
-2.27680e-03,0.110141
-2.27664e-03,0.110172
-2.27648e-03,0.110172
-2.27632e-03,0.110375
-2.27616e-03,0.110641
-2.27600e-03,0.110344
-2.27584e-03,0.110172
-2.27568e-03,0.110281
-2.27552e-03,0.110531
-2.27536e-03,0.110391
-2.27520e-03,0.110484
-2.27504e-03,0.1105
-2.27488e-03,0.110094
-2.27472e-03,0.11025
-2.27456e-03,0.110453
-2.27440e-03,0.110203
-2.27424e-03,0.110359
-2.27408e-03,0.1105
-2.27392e-03,0.109969
-2.27376e-03,0.110156
-2.27360e-03,0.110141
-2.27344e-03,0.110313
-2.27328e-03,0.110094
-2.27312e-03,0.110156
-2.27296e-03,0.110359
-2.27280e-03,0.110391
-2.27264e-03,0.110328
-2.27248e-03,0.110547
-2.27232e-03,0.110438
-2.27216e-03,0.110453
-2.27200e-03,0.11075
-2.27184e-03,0.110641
-2.27168e-03,0.110563
-2.27152e-03,0.110672
-2.27136e-03,0.110641
-2.27120e-03,0.110703
-2.27104e-03,0.110813
-2.27088e-03,0.110719
-2.27072e-03,0.110359
-2.27056e-03,0.110594
-2.27040e-03,0.110547
-2.27024e-03,0.110891
-2.27008e-03,0.110563
-2.26992e-03,0.110766
-2.26976e-03,0.110719
-2.26960e-03,0.110406
-2.26944e-03,0.110297
-2.26928e-03,0.110094
-2.26912e-03,0.110047
-2.26896e-03,0.110656
-2.26880e-03,0.109938
-2.26864e-03,0.110516
-2.26848e-03,0.110234
-2.26832e-03,0.1105
-2.26816e-03,0.110531
-2.26800e-03,0.110344
-2.26784e-03,0.11075
-2.26768e-03,0.110391
-2.26752e-03,0.110781
-2.26736e-03,0.110609
-2.26720e-03,0.111
-2.26704e-03,0.110953
-2.26688e-03,0.110656
-2.26672e-03,0.110875
-2.26656e-03,0.110984
-2.26640e-03,0.110609
-2.26624e-03,0.110781
-2.26608e-03,0.110563
-2.26592e-03,0.110594
-2.26576e-03,0.110563
-2.26560e-03,0.110922
-2.26544e-03,0.110641
-2.26528e-03,0.110453
-2.26512e-03,0.110781
-2.26496e-03,0.110563
-2.26480e-03,0.110594
-2.26464e-03,0.11075
-2.26448e-03,0.110828
-2.26432e-03,0.110641
-2.26416e-03,0.110844
-2.26400e-03,0.110984
-2.26384e-03,0.110625
-2.26368e-03,0.110922
-2.26352e-03,0.110891
-2.26336e-03,0.110984
-2.26320e-03,0.110969
-2.26304e-03,0.111
-2.26288e-03,0.111
-2.26272e-03,0.111313
-2.26256e-03,0.111219
-2.26240e-03,0.111031
-2.26224e-03,0.111203
-2.26208e-03,0.111016
-2.26192e-03,0.111047
-2.26176e-03,0.110875
-2.26160e-03,0.110625
-2.26144e-03,0.1105
-2.26128e-03,0.110422
-2.26112e-03,0.110578
-2.26096e-03,0.110672
-2.26080e-03,0.110656
-2.26064e-03,0.110875
-2.26048e-03,0.110875
-2.26032e-03,0.111156
-2.26016e-03,0.111047
-2.26000e-03,0.110969
-2.25984e-03,0.111078
-2.25968e-03,0.111063
-2.25952e-03,0.110828
-2.25936e-03,0.110563
-2.25920e-03,0.110734
-2.25904e-03,0.111031
-2.25888e-03,0.11075
-2.25872e-03,0.11125
-2.25856e-03,0.110859
-2.25840e-03,0.110938
-2.25824e-03,0.110906
-2.25808e-03,0.111063
-2.25792e-03,0.111281
-2.25776e-03,0.110875
-2.25760e-03,0.110906
-2.25744e-03,0.110781
-2.25728e-03,0.110859
-2.25712e-03,0.110922
-2.25696e-03,0.110938
-2.25680e-03,0.110938
-2.25664e-03,0.110828
-2.25648e-03,0.110844
-2.25632e-03,0.110766
-2.25616e-03,0.111047
-2.25600e-03,0.110875
-2.25584e-03,0.110984
-2.25568e-03,0.110953
-2.25552e-03,0.111109
-2.25536e-03,0.111172
-2.25520e-03,0.1115
-2.25504e-03,0.111469
-2.25488e-03,0.111281
-2.25472e-03,0.111563
-2.25456e-03,0.111563
-2.25440e-03,0.111328
-2.25424e-03,0.111375
-2.25408e-03,0.111484
-2.25392e-03,0.111547
-2.25376e-03,0.111797
-2.25360e-03,0.111344
-2.25344e-03,0.111781
-2.25328e-03,0.111797
-2.25312e-03,0.111781
-2.25296e-03,0.111531
-2.25280e-03,0.111563
-2.25264e-03,0.111516
-2.25248e-03,0.111656
-2.25232e-03,0.111469
-2.25216e-03,0.111391
-2.25200e-03,0.111359
-2.25184e-03,0.111328
-2.25168e-03,0.111578
-2.25152e-03,0.111672
-2.25136e-03,0.111438
-2.25120e-03,0.111625
-2.25104e-03,0.111484
-2.25088e-03,0.111234
-2.25072e-03,0.111328
-2.25056e-03,0.111125
-2.25040e-03,0.111078
-2.25024e-03,0.111109
-2.25008e-03,0.110781
-2.24992e-03,0.110875
-2.24976e-03,0.111031
-2.24960e-03,0.111094
-2.24944e-03,0.111125
-2.24928e-03,0.111203
-2.24912e-03,0.111188
-2.24896e-03,0.111328
-2.24880e-03,0.111406
-2.24864e-03,0.111578
-2.24848e-03,0.111297
-2.24832e-03,0.111625
-2.24816e-03,0.111813
-2.24800e-03,0.111719
-2.24784e-03,0.1115
-2.24768e-03,0.111563
-2.24752e-03,0.111688
-2.24736e-03,0.111938
-2.24720e-03,0.112
-2.24704e-03,0.112094
-2.24688e-03,0.112109
-2.24672e-03,0.111953
-2.24656e-03,0.112156
-2.24640e-03,0.111953
-2.24624e-03,0.112234
-2.24608e-03,0.112219
-2.24592e-03,0.112219
-2.24576e-03,0.111906
-2.24560e-03,0.111938
-2.24544e-03,0.111609
-2.24528e-03,0.111922
-2.24512e-03,0.111891
-2.24496e-03,0.111828
-2.24480e-03,0.111891
-2.24464e-03,0.111516
-2.24448e-03,0.111625
-2.24432e-03,0.111375
-2.24416e-03,0.1115
-2.24400e-03,0.111516
-2.24384e-03,0.111578
-2.24368e-03,0.11175
-2.24352e-03,0.111609
-2.24336e-03,0.111625
-2.24320e-03,0.111578
-2.24304e-03,0.111422
-2.24288e-03,0.111359
-2.24272e-03,0.111391
-2.24256e-03,0.111516
-2.24240e-03,0.1115
-2.24224e-03,0.11175
-2.24208e-03,0.111516
-2.24192e-03,0.111484
-2.24176e-03,0.111531
